0.0021842,0.000773598
0.000516404,0.000773277
0.000481504,0.000647175
0.000199866,0.00042039
0.00012306,0.00030285
7.18E-05,0.000167316
4.71E-05,0.000131218
3.85E-05,0.00011633
3.36E-05,0.000108663
3.02E-05,0.000101371
2.78E-05,9.31E-05
2.46E-05,7.73E-05
2.00E-05,6.53E-05
1.77E-05,6.13E-05
1.6088833427013518e-05, 5.286957120757139e-05
1.4331373446451894e-05, 4.746242864310575e-05
1.3239689783354436e-05, 4.508463736198314e-05
1.2280691543907516e-05, 3.965325842577104e-05
1.1378831844449246e-05, 3.582192337272677e-05
1.0430526118494238e-05, 3.351786981109866e-05
9.940012604526785e-06, 3.2942303517835e-05
9.640747851131954e-06, 3.0566962498350184e-05
8.795246816230515e-06, 2.8305193119339785e-05
8.395477462544769e-06, 2.7094091538743113e-05
