,Min broadband Scale,Max broadband Scale,Min narrowband Scale,Max narrowband Scale,Min wvlt Scale,Max wvlt Scale
0,-39.08280944824219,4.534622669219971,-52.98756408691406,7.03563117980957,-10.346209348352243,10.35115694030854
